pm10,temp,hum,wind_speed,rain,pressure,hour,day_of_week,is_weekend,label
157.0,20.63,54,5.32,0.0,1027,15,2,0,125.6
10.23,19.13,25,0.95,0.0,1012,19,4,0,10.23
0.95,21.35,19,5.73,0.0,1013,22,0,0,0.76
9.5,25.73,65,5.37,0.0,1010,0,0,0,7.6
119.17,22.91,35,2.45,0.0,999,12,0,0,119.17
11.55,20.08,10,3.5,0.0,1024,5,2,0,11.55
8.5,23.05,26,3.09,0.0,1009,14,4,0,8.5
4.43,30.55,56,6.09,0.0,1027,2,5,1,3.54
101.13,23.92,31,0.92,0.0,1011,23,6,1,101.13
15.55,27.65,41,0.97,11.62,1027,12,0,0,10.88
3.08,21.21,18,10.63,0.0,1007,2,2,0,2.47
10.48,28.99,33,5.61,0.0,1005,5,4,0,8.38
152.61,20.17,44,5.65,11.41,1019,3,0,0,85.46
15.25,22.37,25,6.14,0.0,1033,13,4,0,12.2
2.13,16.74,15,8.68,0.0,1017,6,5,1,1.71
12.35,21.99,60,5.42,0.0,1004,18,1,0,9.88
134.91,23.99,21,5.46,0.0,1019,22,6,1,107.92
6.77,22.73,10,4.08,0.0,1010,13,2,0,6.77
9.3,22.09,16,6.0,0.0,1029,9,5,1,7.44
8.08,25.72,64,5.53,0.0,1028,6,5,1,6.47
156.15,17.36,34,6.7,0.0,1005,13,5,1,124.92
14.6,23.47,39,7.04,0.0,1009,21,3,0,11.68
5.73,24.84,43,9.03,0.0,1007,12,3,0,4.59
3.37,30.54,53,2.88,10.53,1001,13,1,0,2.36
142.94,16.34,56,0.13,0.0,997,23,2,0,142.94
8.26,25.03,34,4.96,10.45,1028,10,4,0,5.78
7.65,18.6,11,10.13,0.0,1033,18,2,0,6.12
7.67,24.12,28,5.09,0.0,1011,19,4,0,6.14
104.81,18.43,31,6.22,0.0,1006,7,5,1,83.85
9.44,18.28,29,3.72,9.9,1031,7,2,0,6.61
7.85,17.56,34,6.01,0.0,1018,1,0,0,6.28
9.87,21.76,38,1.81,9.65,1025,23,3,0,6.91
132.02,24.72,30,3.31,0.0,1014,7,6,1,132.02
15.46,21.09,14,4.39,0.0,1015,2,0,0,15.46
7.77,21.05,42,4.0,0.0,1019,15,0,0,7.77
10.03,26.5,59,0.0,0.0,1011,16,3,0,10.03
152.64,19.1,30,0.72,0.0,1018,15,4,0,152.64
10.6,22.29,10,0.66,0.0,1029,16,4,0,10.6
4.82,22.78,18,7.71,0.0,1011,12,6,1,3.86
4.09,30.7,35,0.0,0.93,1006,19,6,1,2.86
148.6,25.17,25,4.9,8.59,1026,8,4,0,104.02
10.15,22.51,10,2.38,0.0,1006,12,5,1,10.15
0.77,17.92,45,9.69,0.0,1011,12,0,0,0.62
5.1,23.09,40,6.23,0.0,1013,3,6,1,4.08
149.71,21.24,36,5.18,0.0,1005,3,2,0,119.77
14.43,24.34,10,5.73,5.67,1023,15,4,0,8.08
3.87,20.98,29,6.19,0.0,1022,21,1,0,3.09
10.79,27.18,48,2.45,0.0,1004,22,1,0,10.79
119.69,15.95,47,0.31,0.0,1010,3,4,0,119.69
13.29,27.52,10,6.88,0.0,1017,22,3,0,10.63
3.59,17.13,39,3.08,0.0,1032,12,6,1,3.59
7.13,28.55,50,1.34,0.0,1024,19,5,1,7.13
157.93,16.87,40,5.84,0.0,1025,17,6,1,126.34
8.28,23.58,15,0.77,0.0,1009,23,4,0,8.28
2.11,17.57,10,7.74,8.08,1014,21,3,0,1.18
9.89,29.61,48,0.0,0.0,1001,21,1,0,9.89
138.46,24.84,26,1.95,0.0,1021,13,5,1,138.46
10.07,23.42,37,2.66,0.0,1006,8,5,1,10.07
6.1,16.37,21,6.02,0.0,1024,22,1,0,4.88
4.23,29.43,53,4.26,0.0,1019,10,3,0,4.23
138.56,20.79,24,5.58,0.0,1006,6,1,0,110.85
9.0,18.83,10,0.0,0.0,1013,18,4,0,9.0
6.03,25.45,13,3.25,10.8,1015,8,3,0,4.22
6.55,30.48,64,5.11,0.0,1012,8,3,0,5.24
118.72,22.91,50,6.76,0.0,1026,14,5,1,94.98
7.01,26.08,10,6.22,0.0,1028,1,5,1,5.61
3.66,20.17,44,6.98,1.25,1005,15,1,0,2.05
11.9,23.39,36,0.28,9.57,1014,9,6,1,8.33
137.8,22.66,36,2.77,0.0,1026,12,4,0,137.8
14.57,18.43,37,3.67,0.0,1028,3,3,0,14.57
10.32,16.04,42,6.27,0.0,1025,17,4,0,8.26
10.01,21.79,68,1.94,7.8,1026,8,4,0,7.0
124.2,20.95,39,4.12,0.0,1003,14,4,0,124.2
8.4,19.26,10,5.94,2.89,1012,5,2,0,4.71
8.44,19.41,25,9.95,0.0,1012,12,0,0,6.75
5.37,22.83,68,5.06,0.0,1008,23,2,0,4.3
134.59,15.6,22,2.66,0.0,1021,5,6,1,134.59
13.91,23.33,29,0.92,4.32,1026,14,4,0,9.74
1.33,18.85,17,10.35,2.11,1018,19,6,1,0.74
6.94,25.46,54,5.86,0.0,1006,3,6,1,5.55
157.09,24.29,46,5.04,0.0,1015,1,2,0,125.67
14.48,24.58,23,4.81,0.0,1018,23,6,1,14.48
7.67,20.8,44,4.16,10.76,1020,0,2,0,5.37
4.01,22.57,33,2.77,0.0,1001,16,1,0,4.01
121.62,25.05,40,3.66,0.0,1001,22,2,0,121.62
7.57,23.61,32,5.56,0.0,1035,8,2,0,6.06
0.81,25.2,31,7.19,0.0,1031,18,5,1,0.65
11.28,27.48,50,3.29,0.0,1008,0,5,1,11.28
101.18,24.67,30,7.47,5.13,1000,17,4,0,56.66
11.35,25.35,22,0.71,0.0,1014,17,4,0,11.35
0.63,16.62,22,3.33,0.0,1026,19,1,0,0.63
3.69,29.0,30,0.24,0.0,1002,23,2,0,3.69
116.1,17.49,47,6.88,0.0,1000,7,3,0,92.88
11.29,23.37,32,1.74,0.0,1021,4,2,0,11.29
2.38,16.52,42,5.69,5.2,1017,4,5,1,1.33
6.81,30.51,54,4.04,0.0,1022,9,5,1,6.81
141.22,19.29,43,2.05,7.96,1018,14,2,0,98.85
12.47,26.8,41,3.55,0.0,1011,16,0,0,12.47
6.52,24.75,18,10.35,0.0,1026,2,1,0,5.22
3.77,28.95,64,0.0,0.0,1026,1,0,0,3.77
134.05,16.77,58,2.82,0.0,1014,13,3,0,134.05
10.63,21.28,29,5.64,0.0,1033,17,3,0,8.5
8.68,23.64,44,9.99,0.0,1032,17,3,0,6.94
10.11,23.83,62,1.69,0.0,1026,3,3,0,10.11
130.15,15.96,21,2.68,7.24,1007,2,6,1,91.11
14.49,18.42,42,6.51,0.0,1023,14,3,0,11.59
10.51,22.35,36,7.45,0.0,1022,0,3,0,8.4
3.85,21.57,58,5.01,0.0,1018,0,2,0,3.08
117.37,22.42,33,5.22,0.0,1024,5,3,0,93.89
8.19,28.0,15,0.0,0.0,1014,5,0,0,8.19
8.97,15.73,36,7.56,2.36,1009,9,1,0,5.02
10.16,26.69,48,2.61,0.0,1021,6,6,1,10.16
153.8,24.36,34,6.27,10.92,1016,19,0,0,86.13
11.11,27.68,37,4.55,0.0,1026,14,2,0,11.11
5.52,20.16,21,9.81,0.0,1009,9,1,0,4.42
7.92,28.0,30,3.18,0.0,1022,13,0,0,7.92
123.57,18.64,47,1.52,0.0,1012,22,1,0,123.57
7.36,21.39,13,4.65,0.0,1018,21,3,0,7.36
2.37,20.8,25,5.29,0.0,1014,18,6,1,1.9
6.31,24.5,29,3.44,0.0,1008,7,3,0,6.31
108.23,17.48,54,4.62,1.59,1020,16,4,0,75.76
11.27,18.86,38,2.97,0.0,1028,9,6,1,11.27
2.47,23.6,31,10.85,0.0,1016,16,4,0,1.98
7.32,23.31,67,2.88,0.0,1004,21,3,0,7.32
145.94,17.99,34,1.77,0.0,1010,13,3,0,145.94
9.09,23.7,42,0.47,0.0,1008,2,6,1,9.09
1.78,22.22,44,6.31,0.0,1029,7,4,0,1.43
5.86,28.55,55,4.29,0.0,1015,11,2,0,5.86
129.07,22.32,22,7.02,3.57,1003,21,3,0,72.28
13.89,25.91,10,5.34,0.0,1022,21,5,1,11.11
1.89,18.96,10,10.5,6.65,1022,14,3,0,1.06
10.18,24.79,68,0.75,0.0,1014,2,3,0,10.18
106.9,20.57,25,4.5,0.0,1015,11,6,1,106.9
13.97,26.54,40,4.74,0.0,1033,14,2,0,13.97
9.9,19.56,41,3.7,3.61,1018,14,0,0,6.93
5.24,29.46,31,1.83,0.0,1008,8,2,0,5.24
151.32,18.79,33,6.5,0.0,1003,11,2,0,121.05
12.2,27.75,40,0.0,2.1,1035,11,1,0,8.54
3.67,19.75,30,10.16,0.0,1021,2,2,0,2.93
3.79,27.84,47,1.37,0.0,1005,23,2,0,3.79
101.6,22.42,50,1.99,1.46,1023,21,1,0,71.12
9.19,27.56,31,3.99,0.0,1022,12,3,0,9.19
5.09,16.7,37,3.61,0.0,1020,19,3,0,5.09
7.95,30.57,28,0.0,0.0,1015,4,6,1,7.95
129.93,21.17,27,2.82,0.0,1017,14,5,1,129.93
15.16,18.46,28,2.58,0.0,1020,22,4,0,15.16
4.62,23.59,13,8.53,10.17,1007,20,5,1,2.59
8.43,24.79,45,1.63,0.0,1021,4,0,0,8.43
107.99,20.57,31,1.53,0.0,997,6,0,0,107.99
14.89,19.03,33,7.07,0.0,1019,17,3,0,11.91
8.7,20.45,33,9.24,0.0,1032,19,4,0,6.96
9.26,29.52,60,1.98,0.0,1006,9,0,0,9.26
124.45,15.52,52,2.15,3.07,1022,17,1,0,87.12
11.29,21.88,15,0.27,0.0,1020,15,2,0,11.29
7.54,23.67,46,5.11,0.0,1026,18,0,0,6.04
8.49,21.79,30,2.0,0.0,1025,10,1,0,8.49
106.25,19.08,49,4.41,0.0,1001,16,0,0,106.25
11.73,21.97,19,4.31,0.0,1013,10,3,0,11.73
3.94,24.46,46,10.32,0.0,1015,18,0,0,3.15
8.56,30.32,59,3.62,0.0,1027,6,1,0,8.56
134.0,16.65,32,4.1,0.0,1004,12,2,0,134.0
7.85,22.25,42,6.7,0.0,1034,8,5,1,6.28
9.29,21.77,17,3.04,0.0,1027,10,4,0,9.29
10.15,28.4,67,3.08,0.0,1017,11,1,0,10.15
155.22,24.16,23,3.4,0.0,1022,17,5,1,155.22
15.02,25.16,19,7.17,0.0,1035,3,4,0,12.02
5.09,17.03,16,3.3,0.0,1026,3,6,1,5.09
4.21,25.09,28,4.22,9.56,1022,16,1,0,2.94
135.09,23.51,36,6.89,0.0,1008,13,0,0,108.07
7.66,21.42,10,0.0,0.0,1035,21,6,1,7.66
6.44,20.09,21,10.67,0.0,1033,6,5,1,5.15
9.11,30.28,40,5.11,0.0,1018,9,5,1,7.29
141.28,18.16,31,2.73,0.0,1004,17,4,0,141.28
8.37,25.01,23,0.29,0.0,1032,14,3,0,8.37
6.48,20.29,24,8.49,0.0,1028,12,6,1,5.18
8.39,28.48,30,6.72,0.0,1007,14,2,0,6.71
102.23,18.17,24,4.3,0.0,1005,13,2,0,102.23
8.49,21.73,18,5.56,0.0,1035,15,6,1,6.79
2.7,25.52,34,8.03,0.0,1030,3,2,0,2.16
10.11,28.18,54,4.71,0.0,1025,7,5,1,10.11
124.31,18.56,29,5.63,0.0,1022,3,4,0,99.45
11.84,24.87,38,3.63,0.0,1033,8,3,0,11.84
1.45,15.95,31,6.01,0.0,1029,0,3,0,1.16
10.72,23.34,64,0.78,0.0,1027,8,2,0,10.72
110.41,20.04,48,6.88,0.0,1016,19,6,1,88.32
11.42,19.53,12,5.44,0.0,1018,21,6,1,9.13
10.02,16.32,10,9.68,0.0,1003,17,2,0,8.02
9.36,27.2,68,0.62,0.0,1024,14,5,1,9.36
157.83,18.52,27,6.22,0.0,1022,16,0,0,126.26
13.68,19.11,43,6.73,11.93,1022,6,0,0,7.66
3.07,22.56,44,5.48,9.43,1029,15,1,0,1.72
4.3,22.95,61,1.86,0.0,1011,11,0,0,4.3
127.75,18.71,49,5.09,0.0,1002,17,1,0,102.2
6.59,25.43,21,3.87,0.0,1035,23,5,1,6.59
3.52,17.6,21,3.0,5.95,1003,16,0,0,2.46
4.97,27.87,34,5.59,0.0,1010,7,4,0,3.98
131.09,25.23,59,0.37,10.29,1022,16,3,0,91.76
9.52,19.24,29,0.6,0.0,1005,2,3,0,9.52
3.56,25.08,17,4.53,0.0,1004,21,6,1,3.56
8.11,23.59,55,2.33,0.0,1021,4,3,0,8.11
102.21,24.05,47,2.66,0.0,1020,7,4,0,102.21
6.34,22.58,11,5.13,0.0,1028,4,5,1,5.07
7.31,17.35,33,5.18,0.0,1023,1,4,0,5.85
4.55,28.21,30,0.0,0.0,1024,10,3,0,4.55
136.99,22.34,50,0.0,11.01,1027,19,6,1,95.89
15.42,20.73,27,6.22,3.0,1017,19,5,1,8.63
5.05,24.84,45,8.77,0.0,1023,7,1,0,4.04
4.43,30.03,48,4.21,4.03,1008,19,5,1,3.1
113.38,24.4,58,0.27,0.0,1007,20,6,1,113.38
6.61,20.63,10,2.29,0.0,1024,7,5,1,6.61
0.73,17.99,44,7.45,5.61,1024,10,3,0,0.41
13.16,29.13,57,0.68,1.72,1027,6,3,0,9.21
138.34,15.61,61,0.0,0.0,1003,11,2,0,138.34
9.11,24.21,10,6.28,0.0,1009,19,4,0,7.29
1.27,19.13,28,7.75,0.0,1010,20,1,0,1.02
5.57,29.39,48,2.03,0.0,1019,10,4,0,5.57
109.88,22.8,23,7.11,0.0,1005,17,2,0,87.91
6.56,26.81,14,0.0,0.0,1035,11,2,0,6.56
5.56,21.25,38,4.74,0.0,1008,2,5,1,5.56
4.27,24.75,59,6.48,10.67,1003,22,4,0,2.39
116.34,16.57,61,5.09,0.0,1007,16,0,0,93.08
12.03,20.89,40,4.58,0.0,1011,21,2,0,12.03
10.47,20.83,29,5.18,0.0,1007,18,3,0,8.37
8.29,28.11,50,6.58,0.0,1031,23,3,0,6.63
145.45,16.82,57,5.84,0.0,1013,7,1,0,116.36
7.92,20.73,10,2.97,0.0,1010,18,3,0,7.92
8.29,17.65,10,4.41,0.0,1029,11,1,0,8.29
4.91,29.2,44,2.65,10.85,1007,22,4,0,3.44
143.99,23.53,60,6.65,0.0,1020,19,3,0,115.19
6.87,20.48,38,6.75,1.36,1033,14,1,0,3.84
7.09,21.29,20,8.59,0.0,1014,6,6,1,5.67
10.46,24.66,38,4.44,0.0,1026,14,4,0,10.46
145.68,24.31,40,3.19,0.0,999,12,3,0,145.68
5.83,23.09,40,4.55,0.0,1013,1,1,0,5.83
7.95,22.76,13,4.08,0.0,1007,20,2,0,7.95
7.54,25.91,62,0.0,2.42,1026,0,0,0,5.28
150.17,16.58,30,4.14,0.0,1022,23,1,0,150.17
9.53,20.79,26,0.83,7.74,1011,4,5,1,6.67
6.57,21.66,24,7.9,0.0,1005,19,2,0,5.26
4.89,28.99,30,0.0,0.0,1020,8,1,0,4.89
156.07,19.18,50,6.16,0.0,1025,19,6,1,124.86
8.33,24.1,10,1.86,10.05,1034,23,4,0,5.83
9.84,19.82,26,6.59,2.39,1027,7,3,0,5.51
4.97,23.67,31,1.84,0.0,1025,11,6,1,4.97
104.12,16.18,29,6.09,0.0,1019,3,1,0,83.29
14.85,23.9,35,2.53,0.0,1012,16,5,1,14.85
6.91,15.94,15,9.04,0.0,1003,8,3,0,5.53
10.28,29.27,56,0.55,0.0,1003,8,0,0,10.28
133.45,22.9,21,5.88,0.0,1020,11,2,0,106.76
8.92,23.57,20,4.4,0.0,1012,17,6,1,8.92
2.91,23.5,37,8.98,0.0,1032,0,5,1,2.33
3.31,25.29,66,0.0,0.0,1012,6,2,0,3.31
125.03,24.71,41,6.27,0.0,1008,8,3,0,100.03
7.16,24.89,41,0.86,0.0,1012,13,0,0,7.16
2.29,16.49,37,8.11,0.0,1016,4,4,0,1.83
11.67,23.13,50,4.75,5.84,1029,18,6,1,8.17
138.32,22.89,41,2.09,0.0,1009,13,4,0,138.32
14.61,25.42,24,6.66,11.2,1033,15,2,0,8.18
4.06,18.54,10,4.9,0.0,1026,6,3,0,4.06
4.28,29.03,50,5.74,0.0,1027,5,3,0,3.43
146.26,20.17,35,6.88,0.0,1021,16,0,0,117.01
10.8,22.46,40,0.0,0.0,1009,15,1,0,10.8
4.97,16.27,10,8.54,0.7,1014,1,3,0,2.78
9.4,26.56,32,2.31,0.0,1028,16,3,0,9.4
140.97,20.48,36,3.58,0.0,1026,15,3,0,140.97
7.74,24.33,27,0.99,0.0,1021,16,1,0,7.74
0.96,20.49,35,10.22,0.0,1010,23,0,0,0.77
4.37,28.14,31,3.79,0.0,1011,11,1,0,4.37
158.26,19.62,61,2.15,5.28,1003,22,4,0,110.78
7.72,22.1,39,4.65,0.0,1009,4,6,1,7.72
1.57,16.17,11,3.48,0.0,1021,4,2,0,1.57
13.0,27.11,47,5.98,0.0,1006,6,0,0,10.4
115.06,16.28,26,4.33,0.0,1017,20,6,1,115.06
13.54,20.82,10,4.59,0.0,1035,22,5,1,13.54
10.34,20.22,39,5.93,2.35,1021,14,1,0,5.79
9.41,24.02,58,2.64,0.0,1011,11,5,1,9.41
143.36,18.35,30,7.48,0.0,1024,20,2,0,114.69
12.21,23.33,15,5.25,0.0,1018,19,0,0,9.77
8.3,16.46,29,9.98,0.0,1007,5,2,0,6.64
11.46,25.35,49,3.04,0.0,1021,9,0,0,11.46
114.92,24.13,50,5.04,8.13,1008,6,2,0,64.35
12.34,23.45,40,0.61,1.43,1025,17,5,1,8.64
8.38,17.28,10,6.74,10.28,1022,14,2,0,4.69
3.75,22.8,39,3.27,0.0,1015,4,2,0,3.75
137.99,21.17,50,3.75,1.53,1010,4,2,0,96.6
13.46,27.46,35,5.33,0.0,1028,14,0,0,10.77
1.68,16.34,13,6.18,0.0,1030,15,1,0,1.35
12.51,23.46,34,3.8,0.0,1010,10,0,0,12.51
115.93,22.81,37,0.17,0.0,1016,16,5,1,115.93
11.37,25.66,37,7.15,8.38,1033,15,5,1,6.37
9.87,23.02,17,4.92,0.0,1011,21,5,1,9.87
6.72,22.42,34,0.64,2.26,1007,5,6,1,4.7
123.92,20.5,54,1.4,0.0,1004,14,3,0,123.92
6.17,25.09,26,5.15,0.0,1018,11,5,1,4.93
4.14,20.11,33,4.31,0.0,1021,12,0,0,4.14
6.04,26.41,48,6.52,0.0,1026,0,3,0,4.83
118.89,16.81,28,0.0,0.0,1000,14,0,0,118.89
6.09,18.19,10,6.7,0.0,1030,20,1,0,4.87
1.88,17.34,10,7.91,6.51,1027,2,5,1,1.05
5.96,25.41,57,3.9,9.25,1013,13,1,0,4.17
104.67,21.68,42,6.97,0.0,998,7,0,0,83.74
13.6,23.97,12,3.71,0.0,1018,11,5,1,13.6
9.92,22.54,10,10.16,0.0,1023,12,3,0,7.94
11.09,29.32,64,1.15,0.0,1005,22,4,0,11.09
131.6,15.87,58,6.84,11.26,998,3,5,1,73.69
5.59,26.59,22,1.13,9.01,1032,20,6,1,3.91
1.98,20.43,25,6.05,6.22,1022,0,2,0,1.11
11.19,25.87,28,1.45,0.0,1026,14,1,0,11.19
140.1,21.49,43,5.24,0.0,1013,11,6,1,112.08
15.19,27.01,37,6.85,0.0,1032,18,1,0,12.15
3.97,20.89,40,9.25,0.0,1033,18,1,0,3.18
5.0,21.11,38,2.56,0.0,1024,22,6,1,5.0
120.61,18.18,57,7.43,0.0,997,17,0,0,96.49
13.8,19.14,40,0.0,0.0,1008,20,4,0,13.8
3.55,22.94,26,10.61,0.0,1023,6,4,0,2.84
10.13,24.54,54,4.4,0.0,1030,2,1,0,10.13
125.13,17.85,34,4.0,0.0,1024,23,4,0,125.13
10.88,21.47,15,3.55,6.58,1010,3,2,0,7.62
10.59,21.68,19,5.51,0.0,1013,2,0,0,8.47
7.66,30.06,63,4.9,0.0,1009,11,4,0,7.66
99.22,18.27,41,1.03,0.0,1011,23,2,0,99.22
14.44,24.75,27,0.16,0.0,1005,4,1,0,14.44
5.24,20.14,11,4.61,0.0,1031,2,6,1,5.24
9.43,23.25,54,1.03,0.0,1013,8,5,1,9.43
153.02,17.61,39,5.08,0.0,1017,19,6,1,122.42
10.87,22.41,35,1.72,10.38,1033,0,6,1,7.61
4.77,20.75,28,10.27,0.0,1005,3,6,1,3.82
8.56,30.55,40,6.03,0.0,1001,7,4,0,6.85
110.95,22.59,51,6.88,0.0,1026,5,4,0,88.76
7.19,25.68,26,3.56,7.42,1012,1,4,0,5.03
4.6,17.6,34,7.35,0.0,1011,1,1,0,3.68
10.92,29.37,37,6.17,0.0,1018,0,2,0,8.74
129.0,16.35,56,3.53,0.0,1015,3,0,0,129.0
8.23,23.52,10,1.74,0.0,1024,12,6,1,8.23
8.77,20.35,37,4.03,5.51,1032,7,0,0,6.14
4.56,23.51,36,0.0,1.77,1001,6,5,1,3.19
155.49,20.65,53,3.29,9.05,1015,9,5,1,108.84
10.21,19.07,36,0.0,8.21,1015,5,4,0,7.15
7.32,24.54,14,9.35,0.0,1003,7,0,0,5.86
8.66,29.35,35,2.4,0.0,1009,17,5,1,8.66
150.84,18.96,30,1.91,0.0,1002,16,6,1,150.84
8.19,25.75,35,7.17,0.0,1010,18,4,0,6.56
10.28,17.82,21,7.74,8.87,1004,11,3,0,5.76
7.0,30.56,67,5.6,2.57,1007,5,4,0,3.92
110.48,18.44,53,5.97,0.0,1000,12,6,1,88.38
10.71,26.26,14,3.08,6.35,1029,18,5,1,7.5
6.26,18.09,46,9.86,0.0,1031,17,2,0,5.0
6.4,25.36,52,5.95,0.0,1014,10,2,0,5.12
120.06,15.57,59,3.16,11.49,1018,5,4,0,84.04
9.77,22.51,22,2.83,0.0,1006,22,6,1,9.77
6.6,17.31,17,4.57,0.0,1011,7,4,0,6.6
8.95,21.14,41,5.15,0.0,1008,9,2,0,7.16
129.73,25.32,57,2.92,0.0,997,6,2,0,129.73
13.07,22.02,40,3.27,0.0,1021,11,6,1,13.07
5.33,18.84,37,4.47,0.0,1021,17,3,0,5.33
8.9,22.77,32,2.69,5.94,1015,22,6,1,6.23
156.61,24.58,46,5.86,10.1,1019,2,6,1,87.7
10.72,21.39,10,6.53,0.0,1018,16,1,0,8.58
9.17,19.55,10,8.66,7.51,1010,11,3,0,5.14
3.73,21.36,56,5.53,0.0,1019,14,5,1,2.99
102.23,18.77,38,3.74,1.49,1024,20,0,0,71.56
9.46,24.81,10,5.7,9.49,1024,4,1,0,5.3
5.28,21.0,16,10.67,0.0,1028,12,0,0,4.22
7.4,30.26,43,5.94,8.46,1022,23,5,1,4.15
115.7,24.64,26,0.06,0.0,1001,20,6,1,115.7
12.29,25.5,33,7.08,0.0,1027,21,1,0,9.83
0.77,24.33,45,6.14,0.0,1021,6,6,1,0.62
8.43,23.68,55,4.56,0.0,1028,18,5,1,8.43
109.27,17.26,30,2.08,0.0,1018,19,3,0,109.27
11.53,20.58,32,4.24,3.51,1007,5,0,0,8.07
8.08,20.04,22,5.06,0.0,1027,5,5,1,6.47
6.26,28.78,68,0.65,0.0,1018,23,3,0,6.26
138.38,23.34,22,2.64,0.0,1009,13,6,1,138.38
10.69,19.77,20,0.21,0.0,1030,6,4,0,10.69
5.47,22.94,27,8.76,5.06,1004,2,3,0,3.06
10.33,30.05,67,5.91,0.0,1022,22,5,1,8.26
145.51,18.94,38,3.48,0.0,1027,1,6,1,145.51
6.86,27.77,33,4.59,0.0,1009,12,4,0,6.86
9.76,21.74,43,4.71,0.0,1021,14,1,0,9.76
10.61,22.01,55,5.86,0.0,1008,19,5,1,8.49
118.0,19.21,26,5.47,0.0,998,16,5,1,94.4
9.77,22.03,41,4.6,0.0,1010,18,4,0,9.77
9.6,17.08,43,7.39,0.0,1011,21,5,1,7.68
12.75,25.51,55,2.5,6.44,1020,14,1,0,8.92
156.04,15.4,26,3.41,0.0,1008,15,1,0,156.04
12.04,20.36,12,4.93,4.14,1005,3,2,0,8.43
1.61,24.9,13,6.16,0.0,1003,0,3,0,1.29
10.77,30.93,32,4.81,10.91,1009,1,4,0,7.54
146.36,17.99,34,6.68,0.0,1018,14,0,0,117.09
14.43,21.62,42,3.66,2.0,1005,7,2,0,10.1
8.2,23.99,42,7.43,0.0,1021,10,6,1,6.56
10.26,22.82,67,4.37,0.0,1005,9,6,1,10.26
102.64,19.98,31,4.06,0.0,1007,7,2,0,102.64
13.44,22.35,40,5.33,0.0,1024,4,6,1,10.75
5.61,17.89,37,7.47,0.0,1022,22,3,0,4.48
10.71,27.58,33,3.68,1.19,1025,9,3,0,7.5
118.19,19.98,21,5.79,8.7,1016,22,3,0,66.19
10.9,19.6,10,0.62,0.0,1035,4,0,0,10.9
7.74,25.05,37,10.7,0.0,1006,17,0,0,6.19
4.58,29.73,38,0.23,0.0,1007,12,3,0,4.58
142.64,23.86,33,4.23,0.0,1019,18,4,0,142.64
8.69,23.19,31,1.66,0.0,1030,20,0,0,8.69
3.83,20.38,31,10.91,5.29,1033,22,1,0,2.15
7.46,25.39,55,0.25,6.28,1031,18,2,0,5.22
108.56,16.45,60,0.0,0.0,1017,4,3,0,108.56
9.75,25.12,24,0.0,0.0,1012,20,6,1,9.75
10.09,23.58,25,7.37,0.0,1029,18,1,0,8.07
10.89,30.41,58,4.56,0.0,1003,4,5,1,10.89
105.84,22.01,46,6.59,0.0,1003,1,3,0,84.67
9.31,22.94,16,0.1,0.0,1030,1,4,0,9.31
0.85,22.59,40,10.91,0.0,1026,18,5,1,0.68
6.56,24.08,34,5.1,0.0,1030,1,3,0,5.25
156.31,25.23,33,0.0,0.0,1022,9,5,1,156.31
12.94,20.23,20,4.71,0.0,1035,21,6,1,12.94
9.91,18.89,11,8.04,0.0,1029,7,3,0,7.93
5.79,26.34,56,5.04,4.82,1004,6,2,0,3.24
147.17,18.29,37,2.2,1.57,1019,6,1,0,103.02
11.4,20.43,10,3.36,0.0,1029,11,1,0,11.4
9.25,17.7,35,3.76,6.44,1023,19,4,0,6.48
12.9,28.19,58,0.0,0.0,1020,11,0,0,12.9
151.94,20.12,52,6.82,0.0,1014,3,0,0,121.55
9.54,24.48,27,0.24,0.0,1015,14,2,0,9.54
3.98,17.0,27,9.69,0.0,1020,23,6,1,3.18
12.46,25.37,34,5.36,0.0,1007,7,6,1,9.97
156.23,21.67,50,7.18,0.0,1012,20,0,0,124.98
10.47,24.53,20,2.26,0.0,1029,5,2,0,10.47
9.0,22.61,31,4.53,0.0,1015,22,0,0,9.0
12.93,25.85,66,6.15,11.32,1012,19,0,0,7.24
143.84,18.42,35,4.95,0.0,999,16,2,0,143.84
10.47,26.71,40,5.23,0.0,1027,17,4,0,8.38
7.65,17.53,42,7.35,0.0,1032,19,6,1,6.12
4.81,23.54,61,0.0,0.0,1017,10,2,0,4.81
150.54,16.54,33,4.07,0.0,1010,23,4,0,150.54
10.08,25.47,10,1.85,0.0,1028,5,0,0,10.08
0.87,20.07,14,10.22,0.0,1014,19,4,0,0.69
5.86,22.44,37,2.69,0.96,1017,23,2,0,4.1
115.78,18.77,54,1.87,0.0,1015,15,6,1,115.78
11.37,25.01,41,6.35,9.17,1024,17,4,0,6.37
1.97,24.85,21,8.6,0.0,1004,18,1,0,1.57
12.31,27.31,40,4.08,0.0,1016,5,4,0,12.31
133.24,16.81,46,1.79,0.0,1012,3,3,0,133.24
11.86,20.76,10,0.17,0.0,1032,15,4,0,11.86
5.34,16.73,13,5.87,0.0,1014,1,4,0,4.28
3.6,28.63,52,0.16,10.42,1011,23,3,0,2.52
101.4,24.88,35,3.17,0.0,1001,16,1,0,101.4
8.18,27.04,10,2.57,7.55,1029,13,2,0,5.73
5.52,17.38,10,10.6,6.22,1031,10,3,0,3.09
6.57,22.54,47,0.0,5.57,1027,8,1,0,4.6
118.42,22.12,31,1.48,0.0,997,0,0,0,118.42
10.97,18.08,36,1.65,0.0,1015,13,4,0,10.97
